CODIGO_SCIAN,ANIO,H010B,H010C,I100B,I100C,H010D,I100D,J000A,O110A,M710B,M710C,M999A,M310B,M310C,K316B,K316C,K910A,K411A,K951A,K412A,K961A,K610A,K810A,K710A,K500A,K931A,K999A,Q100A,Q200A,Q300A,Q400A,Q900A,Q000B,Q000C,Q000D,ESTATUS
311830,2017,78755,76794,0,0,463894,0,7865002,43401430,0,0,351991,43401430,0,20796866,0,730304,3215489,940635,1375847,3783,0,27878,0,1263116,0,576057,9157647,16624443,1660080,4929,350008,2022212,15200,0,Cifras definitivas
3119,2017,11682,5815,12953,6165,42831,49724,3996427,168875608,228351,395397,1122836,144227379,24555801,45663183,5578205,8726227,1613659,1749183,1084487,2431583,5893953,1035810,635728,984404,616989,4480476,26098599,8752970,2028105,867234,773441,2524677,3815309,139393,Cifras definitivas
311910,2017,3811,2562,4284,1854,15357,17304,1406043,81906635,14843,269867,64022,78721449,3168084,14653404,1035006,4011079,861367,714214,302191,407487,1490597,24516,9084,379418,16130,1632563,8817914,2465179,1073833,148402,121972,888366,1735078,45146,Cifras definitivas
311921,2017,287,70,290,89,877,948,35016,4425517,19898,82339,31191,3193292,1235098,3349435,0,18426,28411,38277,16679,57350,52028,2882,4485,17131,0,127830,416872,263960,113306,27136,22422,74815,43951,4030,Cifras definitivas
311922,2017,343,178,430,192,1234,1459,77053,5352442,19642,0,391275,4711455,630102,2073623,555735,213801,54091,48453,22008,82095,154097,19339,0,45165,0,82319,1025310,95108,78115,33188,36428,78046,47762,2351,Cifras definitivas
311923,2017,1587,482,171,79,5539,610,460127,9292145,0,0,28316,7365305,1928355,2661495,1072775,1103139,110663,89140,63587,61285,34876,22243,11823,49195,2109,308946,2879593,647169,113525,61011,152573,191259,162312,9531,Cifras definitivas
311930,2017,1454,499,4156,2312,4467,16185,602812,31240679,367,0,185069,20123592,11076360,8016531,902480,772608,266280,401895,245775,743935,2070494,190725,7005,233710,64990,532973,6256904,2372951,173776,310726,161056,512267,1113647,28608,Cifras definitivas
311940,2017,1903,1001,2215,772,7073,7684,612512,20642533,136425,43191,173492,19014814,1591138,6941455,1587067,2057493,150382,268024,205603,739950,1406050,640398,566228,113675,435798,1320443,3560643,1936851,303360,193002,169540,469350,490784,8226,Cifras definitivas
311991,2017,321,107,328,238,1196,1292,179344,4458169,0,0,29690,4116423,340857,2004177,202807,173023,48494,32421,55813,181536,288477,112155,15080,27121,0,97480,761280,142367,20867,45617,27228,78222,96886,3244,Cifras definitivas
311992,2017,737,304,153,14,2551,416,332929,3519833,1893,0,64546,1779247,1740538,1095829,92821,168931,44102,84800,114812,43212,34372,10667,19867,6412,97069,123130,1428007,536831,18203,13520,16665,121106,71564,5562,Cifras definitivas
311999,2017,1239,612,926,615,4537,3826,290591,8037655,35283,0,155235,5201802,2845269,4867234,129514,207727,49869,71959,58019,114733,362962,12885,2156,112577,893,254792,952076,292554,133120,34632,65557,111246,53325,32695,Cifras definitivas
312,2017,69879,9587,33395,4055,205852,92891,12709218,438593660,1547951,32236,10473595,334669833,103029818,87411632,8618222,84703437,4902561,5908924,3097118,3634781,10713585,9966707,1440627,2411596,957192,12261802,102832384,38635442,11993569,2640302,19992059,10396643,10824923,527328,Cifras definitivas
3121,2017,68931,9299,32646,3823,202893,90478,12319085,390178716,1464145,0,10170726,290069810,99806043,84970379,5837611,84635452,4848477,5752361,2999736,3503838,9575511,9577064,1395679,2362761,600315,11679413,98219295,36961596,11815917,2083039,19756007,9878728,10037139,246579,Cifras definitivas
312111,2017,27157,2536,15665,1358,75523,42186,6952006,189242903,958188,0,5850439,184951516,4241075,62800060,88295,25423295,1748778,3721923,1630953,1788529,3864318,3333392,134759,1070778,341798,4503027,32759773,12881323,8829602,1354294,17467412,5364012,4347298,58429,Cifras definitivas
312112,2017,33958,5673,7333,1099,105634,20989,2251285,11212883,0,0,420100,11213456,0,893140,0,533336,758313,328095,338456,122080,1143619,65120,0,596153,93836,482387,3648467,1997194,1911514,81703,354511,658550,262087,8060,Cifras definitivas
312120,2017,5620,91,6612,298,13794,17842,2462222,145118645,0,0,2332152,72103705,72879530,13256423,5361258,54366637,1862668,1396233,826752,1063381,2748464,3280757,0,422821,52934,5882908,55997743,18677496,496809,286119,1473567,3212959,4838160,158066,Cifras definitivas
312131,2017,263,71,593,304,773,1909,49182,2814894,1021,0,265090,2715299,73662,634361,117886,573119,14213,29953,20376,57562,251096,180986,478140,20878,699,89110,652393,342460,12632,10665,33225,66273,43560,2773,Cifras definitivas
312141,2017,69,43,297,83,271,802,10517,1956866,0,0,645874,1610765,345106,605109,0,412302,156552,2281,14708,38085,209537,757058,0,1826,47196,12962,297679,708347,281587,110097,3202,76354,50005,4127,Cifras definitivas
312142,2017,1763,824,2146,680,6512,6748,560476,39626850,504936,0,621967,17305749,22234007,6662546,270172,3297948,301638,270140,166393,426279,1358298,1957517,782780,248066,63852,700854,4794323,2251432,255020,236696,413705,485929,486200,12391,Cifras definitivas
312149,2017,101,61,0,1,386,2,33397,205675,0,0,35104,169320,32663,118740,0,28815,6315,3736,2098,7922,179,2234,0,2239,0,8165,68917,103344,28753,3465,10385,14651,9829,2733,Cifras definitivas
3122,2017,948,288,749,232,2959,2413,390133,48414944,83806,32236,302869,44600023,3223775,2441253,2780611,67985,54084,156563,97382,130943,1138074,389643,44948,48835,356877,582389,4613089,1673846,177652,557263,236052,517915,787784,280749,Cifras definitivas
312210,2017,239,196,0,0,1164,0,67871,654981,83806,0,14301,474981,180151,432477,0,15939,11618,15326,8365,3862,0,943,44948,6108,0,21779,123554,81832,11975,7089,14119,14185,239,0,Cifras definitivas
312221,2017,709,92,749,232,1795,2413,322262,47759963,0,32236,288568,44125042,3043624,2008776,2780611,52046,42466,141237,89017,127081,1138074,388700,0,42727,356877,560610,4489535,1592014,165677,550174,221933,503730,787545,280749,Cifras definitivas
313,2017,34807,12692,8957,3421,115054,31319,6548484,61911483,2538198,2041297,503325,42549326,19156715,16586033,14929777,531606,1089250,1330760,2913751,648231,2248275,55110,1493663,851493,122632,1599964,29220647,5629092,585876,468696,570721,1770271,1538042,133147,Cifras definitivas
3131,2017,3838,1956,2538,931,14049,8792,818288,9032448,303207,258640,141416,6700103,2318420,2166822,2149780,147476,70456,222418,734486,73596,469166,11110,48424,204414,34554,243283,5906176,814128,100760,38319,91690,317424,94496,2173,Cifras definitivas
313112,2017,1957,1053,2483,918,7318,8640,392759,6064241,163323,258640,130645,4537675,1511838,1612648,1590676,97676,33013,123332,588121,42900,463311,3225,42127,69456,0,155033,4857611,530605,71710,16757,39307,245415,54502,1012,Cifras definitivas
313113,2017,1881,903,55,13,6731,152,425529,2968207,139884,0,10771,2162428,806582,554174,559104,49800,37443,99086,146365,30696,5855,7885,6297,134958,34554,88250,1048565,283523,29050,21562,52383,72009,39994,1161,Cifras definitivas
3132,2017,25418,7674,5228,1975,82870,18629,4760666,43072431,1161269,1116060,325610,32057204,10919903,11965320,9522303,332237,843761,961215,1995368,518840,1305196,35267,1034356,516124,78360,1079401,21456462,4675357,404249,356588,414126,1300370,1281965,122636,Cifras definitivas
313210,2017,19700,5553,2600,371,63490,7897,3472689,28339528,604014,1116060,264481,19699737,8562574,6248378,7684495,211955,668740,653576,1553248,332048,520960,28204,266687,320136,48878,669343,13379816,3410730,239482,167036,295722,877867,850460,74941,Cifras definitivas
313220,2017,973,973,841,615,4557,3398,271700,2103269,12935,0,32212,1682052,408334,605111,140235,24895,36913,43234,42555,27344,199988,3904,179121,59243,11395,128886,1037057,125766,39260,43746,28569,65432,90942,27827,Cifras definitivas
313230,2017,1667,315,277,144,4950,1056,507106,6334871,0,0,13142,5218117,1110898,2527385,1003307,67966,76892,166713,211898,130949,172379,2678,20920,42307,18087,106211,3681654,678327,48419,53551,47323,201651,243273,505,Cifras definitivas
313240,2017,3078,833,1510,845,9873,6278,509171,6294763,544320,0,15775,5457298,838097,2584446,694266,27421,61216,97692,187667,28499,411869,481,567628,94438,0,174961,3357935,460534,77088,92255,42512,155420,97290,19363,Cifras definitivas
3133,2017,5551,3062,1191,515,18135,3898,969530,9806604,1073722,666597,36299,3792019,5918392,2453891,3257694,51893,175033,147127,183897,55795,473913,8733,410883,130955,9718,277280,1858009,139607,80867,73789,64905,152477,161581,8338,Cifras definitivas
313310,2017,3447,2323,555,212,12207,1763,500777,4151986,926618,666597,15203,648899,3505429,182865,1994857,43915,129232,59512,96655,13578,258495,311,85059,41862,0,129397,979290,64642,30550,32624,36207,70132,75585,4374,Cifras definitivas
313320,2017,2104,739,636,303,5928,2135,468753,5654618,147104,0,21096,3143120,2412963,2271026,1262837,7978,45801,87615,87242,42217,215418,8422,325824,89093,9718,147883,878719,74965,50317,41165,28698,82345,85996,3964,Cifras definitivas
314,2017,9874,7277,3751,1191,40164,10839,2214750,13101517,259275,1457292,215735,11018582,2118205,5160740,1343403,116573,98938,211393,351515,145456,831897,65966,373956,263617,43030,562920,4926298,1036820,242182,196806,161725,311553,260500,11444,Cifras definitivas
3141,2017,4767,4719,1262,522,21350,3706,1254355,6945494,152638,766258,125293,6393858,592832,2826502,512948,45493,59780,97749,71231,63650,300818,64264,291080,148582,43030,261859,2495726,698602,111771,131219,119323,158004,88026,4299,Cifras definitivas
314110,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Cifras definitivas
314120,2017,4746,4697,971,420,21257,2904,1246555,6111774,152638,766258,36561,5720444,430145,2456901,492478,41110,53682,96354,67648,63548,175460,48040,291080,147584,43030,240581,1741111,336831,100048,96437,47984,121338,65773,4018,Cifras definitivas
3149,2017,5107,2558,2489,669,18814,7133,960395,6156023,106637,691034,90442,4624724,1525373,2334238,830455,71080,39158,113644,280284,81806,531079,1702,82876,115035,0,301061,2430572,338218,130411,65587,42402,153549,172474,7145,Cifras definitivas
314911,2017,2186,1367,651,478,8842,2921,463430,3270784,54454,55552,85819,2259128,1005709,1146021,592536,9746,13656,52725,134547,56060,190821,192,76724,20771,0,166868,1304932,199188,36046,40132,20844,87537,117802,1586,Cifras definitivas
314912,2017,522,316,1600,54,2021,3290,98033,680335,0,536432,90,654388,25887,398228,34848,3622,8511,9544,17468,3866,286639,960,732,41276,0,54298,109752,13602,35081,10765,7493,13387,695,276,Cifras definitivas
314992,2017,766,508,19,45,3223,137,147797,821592,2627,42209,3063,580704,240713,400222,53566,26781,4189,17495,38691,8893,6438,334,992,9058,0,31887,412495,27208,21587,6527,5795,19388,5836,1024,Cifras definitivas
314993,2017,1543,178,219,92,4128,785,221512,1374613,49556,0,1470,1121805,253064,384895,149505,30613,12630,32904,88388,12974,47181,216,4428,41691,0,42407,601918,90823,36052,6989,7532,32211,47632,4259,Cifras definitivas
314999,2017,90,189,0,0,600,0,29623,8699,0,56841,0,8699,0,4872,0,318,172,976,1190,13,0,0,0,2239,0,5601,1475,7397,1645,1174,738,1026,509,0,Cifras definitivas
315,2017,52955,69733,8148,10158,277024,42903,11987354,46569508,4654797,16108317,1591348,34699262,11831319,15111645,4959858,594020,504741,841927,840914,435763,2081934,375263,9723932,1026794,271732,3652844,8578223,3893323,892764,693610,684443,1139666,852704,469127,Cifras definitivas
3151,2017,4155,5896,733,1393,22149,4964,1052796,8520807,1016505,275237,184972,6311720,2198249,2449497,866112,123831,98713,191952,219502,123854,268131,82194,2058026,145731,34356,322440,3471144,364250,139853,157586,84256,392972,127033,83834,Cifras definitivas
315110,2017,1329,1725,580,1036,7120,3876,297955,2182813,190906,0,46843,1970334,197757,871359,126828,44788,37521,43545,81697,35686,207588,68373,221933,70618,3408,159988,818570,168419,55459,17882,15963,94259,31119,15264,Cifras definitivas
315191,2017,165,253,0,0,904,0,40535,291207,10623,15191,58,291103,0,78659,0,12484,1806,2141,1093,2199,0,5614,60198,3362,545,18972,26224,505,5487,5441,4771,5517,483,0,Cifras definitivas
315192,2017,2661,3918,153,357,14125,1088,714306,6046787,814976,260046,138071,4050283,2000492,1499479,739284,66559,59386,146266,136712,85969,60543,8207,1775895,71751,30403,143480,2626350,195326,78907,134263,63522,293196,95431,68570,Cifras definitivas
3152,2017,48122,63107,7415,8765,252005,37939,10754681,37785394,3638292,15577038,1402101,28354663,9402520,12617298,4006254,467423,402794,632199,614145,310506,1813803,292763,7665812,866980,237376,3288649,5092926,3527580,746183,533689,598414,743644,725279,385179,Cifras definitivas
315221,2017,1840,5450,967,1925,15273,6296,714893,5181729,525337,155464,499162,3645932,1559035,2052827,292142,73109,15275,32658,24421,61270,326164,112214,1132752,93813,8976,537830,550716,137488,74258,62467,69674,57402,27025,5379,Cifras definitivas
315222,2017,1751,2783,104,262,9894,737,424575,1729880,401000,462510,25670,1716009,10042,584662,165482,29546,7220,23094,17651,15567,39277,8452,474691,28728,9677,188738,174689,42855,27874,18336,23613,20947,17031,1704,Cifras definitivas
315223,2017,9560,13940,828,1445,51971,6056,2253881,5955917,151778,4425965,89903,5564696,377501,2514323,238594,94181,81562,142738,122353,70188,267904,10000,538342,148264,27857,520053,960686,742188,195829,111238,129397,142444,119490,7688,Cifras definitivas
315229,2017,34971,40934,5516,5133,174867,24850,7361332,24917868,2560177,10533099,787366,17428026,7455942,7465486,3310036,270587,298737,433709,449720,163481,1180458,162097,5520027,596175,190866,2042028,3406835,2605049,448222,341648,375730,522851,561733,370408,Cifras definitivas
3159,2017,678,730,0,0,2870,0,179877,263307,0,256042,4275,32879,230550,44850,87492,2766,3234,17776,7267,1403,0,306,94,14083,0,41755,14153,1493,6728,2335,1773,3050,392,114,Cifras definitivas
315991,2017,301,251,0,0,1213,0,49208,262227,0,34374,4275,31800,230550,44442,87492,2723,3026,1632,1858,1403,0,132,94,4982,0,13865,10619,1493,4597,2039,1561,2529,392,114,Cifras definitivas
315999,2017,377,479,0,0,1657,0,130669,1080,0,221668,0,1079,0,408,0,43,208,16144,5409,0,0,174,0,9101,0,27890,3534,0,2131,296,212,521,0,0,Cifras definitivas
316,2017,35281,22200,4094,2151,128434,14508,7031424,39664430,1881760,4130627,795102,28095058,11502700,16467682,5236927,405024,166820,539614,481594,186568,1081023,132998,1609699,491123,382060,2342664,5350086,952028,513290,409488,590786,684970,474217,54074,Cifras definitivas
3161,2017,8400,3707,2734,971,28636,8734,1918099,12378433,601791,3316631,106527,4258976,8117858,2978754,4575807,92742,83263,294755,194062,52857,768411,3643,132036,191514,129417,1077285,1856456,508198,125811,64896,84097,171223,228109,9021,Cifras definitivas
316110,2017,8400,3707,2734,971,28636,8734,1918099,12378433,601791,3316631,106527,4258976,8117858,2978754,4575807,92742,83263,294755,194062,52857,768411,3643,132036,191514,129417,1077285,1856456,508198,125811,64896,84097,171223,228109,9021,Cifras definitivas
3162,2017,24937,17027,1237,1015,91924,5072,4711615,26599501,1239364,185712,671789,23369701,3164677,13192356,572825,289456,71662,219392,267230,123701,282126,121610,1464050,254600,250543,1080337,3349365,402676,348728,329593,490253,490965,242544,43398,Cifras definitivas
316211,2017,21712,14349,826,299,78300,2499,4152998,23122086,1224110,185712,578568,20042600,3021868,11500492,525205,226819,59290,181434,207237,83810,171510,89092,1374613,203648,193694,869175,2886488,348210,287211,300223,457083,430974,180474,41058,Cifras definitivas
316212,2017,2050,1627,44,44,8296,213,305186,1860132,15254,0,24887,1770547,82988,940964,19223,38156,7964,11852,27869,13991,6162,8025,85675,31661,35316,48522,211891,26459,29788,12438,22851,30196,37854,282,Cifras definitivas
316213,2017,1175,1051,367,672,5328,2360,253431,1617283,0,0,68334,1556554,59821,750900,28397,24481,4408,26106,32124,25900,104454,24493,3762,19291,21533,162640,250986,28007,31729,16932,10319,29795,24216,2058,Cifras definitivas
3169,2017,1944,1466,123,165,7874,702,401710,686496,40605,628284,16786,466381,220165,296572,88295,22826,11895,25467,20302,10010,30486,7745,13613,45009,2100,185042,144265,41154,38751,14999,16436,22782,3564,1655,Cifras definitivas
316991,2017,607,664,7,4,3047,27,154455,111247,40605,221760,221,89134,22233,57079,1506,10057,5816,6254,6116,1260,1014,245,7689,17106,17,43092,16373,8564,10487,3464,6491,4728,319,96,Cifras definitivas
316999,2017,1337,802,116,161,4827,675,247255,575249,0,406524,16565,377247,197932,239493,86789,12769,6079,19213,14186,8750,29472,7500,5924,27903,2083,141950,127892,32590,28264,11535,9945,18054,3245,1559,Cifras definitivas
321,2017,10091,1874,2339,668,27827,7165,1426512,14873819,79958,405865,519967,11146386,3708101,7241075,1401240,80296,245185,284108,291023,345669,649945,15998,10325,149756,14,546299,3225315,1232250,444996,88149,82305,441877,293833,103329,Cifras definitivas
3211,2017,2256,189,131,84,5303,525,224284,1592384,62764,0,60364,1586806,4906,830797,2699,811,66945,39271,22529,72459,20514,291,2134,2739,0,40222,338903,152542,104316,6894,9304,67684,23999,20678,Cifras definitivas
